0-496: pg mediated inhibition with nc[15][]=0
497-993: pg mediated inhibition with nc[15][]=1
994-1490: gc mediated inhibition 

pg mediated inhibition with nc[15][]=0 
run_ 250 /parameters.hoc:breath_peak_rate = 440
run_ 250 /parameters.hoc:light1_peak_rate = 360
run_ 251 /parameters.hoc:breath_peak_rate = 440
run_ 251 /parameters.hoc:light1_peak_rate = 380
run_ 252 /parameters.hoc:breath_peak_rate = 440
run_ 252 /parameters.hoc:light1_peak_rate = 400
run_ 253 /parameters.hoc:breath_peak_rate = 440
run_ 253 /parameters.hoc:light1_peak_rate = 420
run_ 254 /parameters.hoc:breath_peak_rate = 460
run_ 254 /parameters.hoc:light1_peak_rate = 0
run_ 255 /parameters.hoc:breath_peak_rate = 460
run_ 255 /parameters.hoc:light1_peak_rate = 20
run_ 256 /parameters.hoc:breath_peak_rate = 460
run_ 256 /parameters.hoc:light1_peak_rate = 40
run_ 257 /parameters.hoc:breath_peak_rate = 460
run_ 257 /parameters.hoc:light1_peak_rate = 60
run_ 258 /parameters.hoc:breath_peak_rate = 460
run_ 258 /parameters.hoc:light1_peak_rate = 80
run_ 259 /parameters.hoc:breath_peak_rate = 460
run_ 259 /parameters.hoc:light1_peak_rate = 100
run_ 260 /parameters.hoc:breath_peak_rate = 460
run_ 260 /parameters.hoc:light1_peak_rate = 120
run_ 261 /parameters.hoc:breath_peak_rate = 460
run_ 261 /parameters.hoc:light1_peak_rate = 140
run_ 262 /parameters.hoc:breath_peak_rate = 460
run_ 262 /parameters.hoc:light1_peak_rate = 160
run_ 263 /parameters.hoc:breath_peak_rate = 460
run_ 263 /parameters.hoc:light1_peak_rate = 180
run_ 264 /parameters.hoc:breath_peak_rate = 460
run_ 264 /parameters.hoc:light1_peak_rate = 200
run_ 265 /parameters.hoc:breath_peak_rate = 460
run_ 265 /parameters.hoc:light1_peak_rate = 220
run_ 266 /parameters.hoc:breath_peak_rate = 460
run_ 266 /parameters.hoc:light1_peak_rate = 240
run_ 267 /parameters.hoc:breath_peak_rate = 460
run_ 267 /parameters.hoc:light1_peak_rate = 260
run_ 268 /parameters.hoc:breath_peak_rate = 460
run_ 268 /parameters.hoc:light1_peak_rate = 280
run_ 269 /parameters.hoc:breath_peak_rate = 460
run_ 269 /parameters.hoc:light1_peak_rate = 300
run_ 270 /parameters.hoc:breath_peak_rate = 460
run_ 270 /parameters.hoc:light1_peak_rate = 320
run_ 271 /parameters.hoc:breath_peak_rate = 460
run_ 271 /parameters.hoc:light1_peak_rate = 340
run_ 272 /parameters.hoc:breath_peak_rate = 460
run_ 272 /parameters.hoc:light1_peak_rate = 360
run_ 273 /parameters.hoc:breath_peak_rate = 460
run_ 273 /parameters.hoc:light1_peak_rate = 380
run_ 274 /parameters.hoc:breath_peak_rate = 460
run_ 274 /parameters.hoc:light1_peak_rate = 400
run_ 275 /parameters.hoc:breath_peak_rate = 460
run_ 275 /parameters.hoc:light1_peak_rate = 420
run_ 276 /parameters.hoc:breath_peak_rate = 460
run_ 276 /parameters.hoc:light1_peak_rate = 440
run_ 277 /parameters.hoc:breath_peak_rate = 480
run_ 277 /parameters.hoc:light1_peak_rate = 0
run_ 278 /parameters.hoc:breath_peak_rate = 480
run_ 278 /parameters.hoc:light1_peak_rate = 20
run_ 279 /parameters.hoc:breath_peak_rate = 480
run_ 279 /parameters.hoc:light1_peak_rate = 40
run_ 280 /parameters.hoc:breath_peak_rate = 480
run_ 280 /parameters.hoc:light1_peak_rate = 60
run_ 281 /parameters.hoc:breath_peak_rate = 480
run_ 281 /parameters.hoc:light1_peak_rate = 80
run_ 282 /parameters.hoc:breath_peak_rate = 480
run_ 282 /parameters.hoc:light1_peak_rate = 100
run_ 283 /parameters.hoc:breath_peak_rate = 480
run_ 283 /parameters.hoc:light1_peak_rate = 120
run_ 284 /parameters.hoc:breath_peak_rate = 480
run_ 284 /parameters.hoc:light1_peak_rate = 140
run_ 285 /parameters.hoc:breath_peak_rate = 480
run_ 285 /parameters.hoc:light1_peak_rate = 160
run_ 286 /parameters.hoc:breath_peak_rate = 480
run_ 286 /parameters.hoc:light1_peak_rate = 180
run_ 287 /parameters.hoc:breath_peak_rate = 480
run_ 287 /parameters.hoc:light1_peak_rate = 200
run_ 288 /parameters.hoc:breath_peak_rate = 480
run_ 288 /parameters.hoc:light1_peak_rate = 220
run_ 289 /parameters.hoc:breath_peak_rate = 480
run_ 289 /parameters.hoc:light1_peak_rate = 240
run_ 290 /parameters.hoc:breath_peak_rate = 480
run_ 290 /parameters.hoc:light1_peak_rate = 260
run_ 291 /parameters.hoc:breath_peak_rate = 480
run_ 291 /parameters.hoc:light1_peak_rate = 280
run_ 292 /parameters.hoc:breath_peak_rate = 480
run_ 292 /parameters.hoc:light1_peak_rate = 300
run_ 293 /parameters.hoc:breath_peak_rate = 480
run_ 293 /parameters.hoc:light1_peak_rate = 320
run_ 294 /parameters.hoc:breath_peak_rate = 480
run_ 294 /parameters.hoc:light1_peak_rate = 340
run_ 295 /parameters.hoc:breath_peak_rate = 480
run_ 295 /parameters.hoc:light1_peak_rate = 360
run_ 296 /parameters.hoc:breath_peak_rate = 480
run_ 296 /parameters.hoc:light1_peak_rate = 380
run_ 297 /parameters.hoc:breath_peak_rate = 480
run_ 297 /parameters.hoc:light1_peak_rate = 400
run_ 298 /parameters.hoc:breath_peak_rate = 480
run_ 298 /parameters.hoc:light1_peak_rate = 420
run_ 299 /parameters.hoc:breath_peak_rate = 480
run_ 299 /parameters.hoc:light1_peak_rate = 440
run_ 300 /parameters.hoc:breath_peak_rate = 480
run_ 300 /parameters.hoc:light1_peak_rate = 460
run_ 301 /parameters.hoc:breath_peak_rate = 500
run_ 301 /parameters.hoc:light1_peak_rate = 0
run_ 302 /parameters.hoc:breath_peak_rate = 500
run_ 302 /parameters.hoc:light1_peak_rate = 20
run_ 303 /parameters.hoc:breath_peak_rate = 500
run_ 303 /parameters.hoc:light1_peak_rate = 40
run_ 304 /parameters.hoc:breath_peak_rate = 500
run_ 304 /parameters.hoc:light1_peak_rate = 60
run_ 305 /parameters.hoc:breath_peak_rate = 500
run_ 305 /parameters.hoc:light1_peak_rate = 80
run_ 306 /parameters.hoc:breath_peak_rate = 500
run_ 306 /parameters.hoc:light1_peak_rate = 100
run_ 307 /parameters.hoc:breath_peak_rate = 500
run_ 307 /parameters.hoc:light1_peak_rate = 120
run_ 308 /parameters.hoc:breath_peak_rate = 500
run_ 308 /parameters.hoc:light1_peak_rate = 140
run_ 309 /parameters.hoc:breath_peak_rate = 500
run_ 309 /parameters.hoc:light1_peak_rate = 160
run_ 310 /parameters.hoc:breath_peak_rate = 500
run_ 310 /parameters.hoc:light1_peak_rate = 180
run_ 311 /parameters.hoc:breath_peak_rate = 500
run_ 311 /parameters.hoc:light1_peak_rate = 200
run_ 312 /parameters.hoc:breath_peak_rate = 500
run_ 312 /parameters.hoc:light1_peak_rate = 220
run_ 313 /parameters.hoc:breath_peak_rate = 500
run_ 313 /parameters.hoc:light1_peak_rate = 240
run_ 314 /parameters.hoc:breath_peak_rate = 500
run_ 314 /parameters.hoc:light1_peak_rate = 260
run_ 315 /parameters.hoc:breath_peak_rate = 500
run_ 315 /parameters.hoc:light1_peak_rate = 280
run_ 316 /parameters.hoc:breath_peak_rate = 500
run_ 316 /parameters.hoc:light1_peak_rate = 300
run_ 317 /parameters.hoc:breath_peak_rate = 500
run_ 317 /parameters.hoc:light1_peak_rate = 320
run_ 318 /parameters.hoc:breath_peak_rate = 500
run_ 318 /parameters.hoc:light1_peak_rate = 340
run_ 319 /parameters.hoc:breath_peak_rate = 500
run_ 319 /parameters.hoc:light1_peak_rate = 360
run_ 320 /parameters.hoc:breath_peak_rate = 500
run_ 320 /parameters.hoc:light1_peak_rate = 380
run_ 321 /parameters.hoc:breath_peak_rate = 500
run_ 321 /parameters.hoc:light1_peak_rate = 400
run_ 322 /parameters.hoc:breath_peak_rate = 500
run_ 322 /parameters.hoc:light1_peak_rate = 420
run_ 323 /parameters.hoc:breath_peak_rate = 500
run_ 323 /parameters.hoc:light1_peak_rate = 440
run_ 324 /parameters.hoc:breath_peak_rate = 500
run_ 324 /parameters.hoc:light1_peak_rate = 460
run_ 325 /parameters.hoc:breath_peak_rate = 500
run_ 325 /parameters.hoc:light1_peak_rate = 480
run_ 326 /parameters.hoc:breath_peak_rate = 520
run_ 326 /parameters.hoc:light1_peak_rate = 0
run_ 327 /parameters.hoc:breath_peak_rate = 520
run_ 327 /parameters.hoc:light1_peak_rate = 20
run_ 328 /parameters.hoc:breath_peak_rate = 520
run_ 328 /parameters.hoc:light1_peak_rate = 40
run_ 329 /parameters.hoc:breath_peak_rate = 520
run_ 329 /parameters.hoc:light1_peak_rate = 60
run_ 330 /parameters.hoc:breath_peak_rate = 520
run_ 330 /parameters.hoc:light1_peak_rate = 80
run_ 331 /parameters.hoc:breath_peak_rate = 520
run_ 331 /parameters.hoc:light1_peak_rate = 100
run_ 332 /parameters.hoc:breath_peak_rate = 520
run_ 332 /parameters.hoc:light1_peak_rate = 120
run_ 333 /parameters.hoc:breath_peak_rate = 520
run_ 333 /parameters.hoc:light1_peak_rate = 140
run_ 334 /parameters.hoc:breath_peak_rate = 520
run_ 334 /parameters.hoc:light1_peak_rate = 160
run_ 335 /parameters.hoc:breath_peak_rate = 520
run_ 335 /parameters.hoc:light1_peak_rate = 180
run_ 336 /parameters.hoc:breath_peak_rate = 520
run_ 336 /parameters.hoc:light1_peak_rate = 200
run_ 337 /parameters.hoc:breath_peak_rate = 520
run_ 337 /parameters.hoc:light1_peak_rate = 220
run_ 338 /parameters.hoc:breath_peak_rate = 520
run_ 338 /parameters.hoc:light1_peak_rate = 240
run_ 339 /parameters.hoc:breath_peak_rate = 520
run_ 339 /parameters.hoc:light1_peak_rate = 260
run_ 340 /parameters.hoc:breath_peak_rate = 520
run_ 340 /parameters.hoc:light1_peak_rate = 280
run_ 341 /parameters.hoc:breath_peak_rate = 520
run_ 341 /parameters.hoc:light1_peak_rate = 300
run_ 342 /parameters.hoc:breath_peak_rate = 520
run_ 342 /parameters.hoc:light1_peak_rate = 320
run_ 343 /parameters.hoc:breath_peak_rate = 520
run_ 343 /parameters.hoc:light1_peak_rate = 340
run_ 344 /parameters.hoc:breath_peak_rate = 520
run_ 344 /parameters.hoc:light1_peak_rate = 360
run_ 345 /parameters.hoc:breath_peak_rate = 520
run_ 345 /parameters.hoc:light1_peak_rate = 380
run_ 346 /parameters.hoc:breath_peak_rate = 520
run_ 346 /parameters.hoc:light1_peak_rate = 400
run_ 347 /parameters.hoc:breath_peak_rate = 520
run_ 347 /parameters.hoc:light1_peak_rate = 420
run_ 348 /parameters.hoc:breath_peak_rate = 520
run_ 348 /parameters.hoc:light1_peak_rate = 440
run_ 349 /parameters.hoc:breath_peak_rate = 520
run_ 349 /parameters.hoc:light1_peak_rate = 460
run_ 350 /parameters.hoc:breath_peak_rate = 520
run_ 350 /parameters.hoc:light1_peak_rate = 480
run_ 351 /parameters.hoc:breath_peak_rate = 520
run_ 351 /parameters.hoc:light1_peak_rate = 500
run_ 352 /parameters.hoc:breath_peak_rate = 540
run_ 352 /parameters.hoc:light1_peak_rate = 0
run_ 353 /parameters.hoc:breath_peak_rate = 540
run_ 353 /parameters.hoc:light1_peak_rate = 20
run_ 354 /parameters.hoc:breath_peak_rate = 540
run_ 354 /parameters.hoc:light1_peak_rate = 40
run_ 355 /parameters.hoc:breath_peak_rate = 540
run_ 355 /parameters.hoc:light1_peak_rate = 60
run_ 356 /parameters.hoc:breath_peak_rate = 540
run_ 356 /parameters.hoc:light1_peak_rate = 80
run_ 357 /parameters.hoc:breath_peak_rate = 540
run_ 357 /parameters.hoc:light1_peak_rate = 100
run_ 358 /parameters.hoc:breath_peak_rate = 540
run_ 358 /parameters.hoc:light1_peak_rate = 120
run_ 359 /parameters.hoc:breath_peak_rate = 540
run_ 359 /parameters.hoc:light1_peak_rate = 140
run_ 360 /parameters.hoc:breath_peak_rate = 540
run_ 360 /parameters.hoc:light1_peak_rate = 160
run_ 361 /parameters.hoc:breath_peak_rate = 540
run_ 361 /parameters.hoc:light1_peak_rate = 180
run_ 362 /parameters.hoc:breath_peak_rate = 540
run_ 362 /parameters.hoc:light1_peak_rate = 200
run_ 363 /parameters.hoc:breath_peak_rate = 540
run_ 363 /parameters.hoc:light1_peak_rate = 220
run_ 364 /parameters.hoc:breath_peak_rate = 540
run_ 364 /parameters.hoc:light1_peak_rate = 240
run_ 365 /parameters.hoc:breath_peak_rate = 540
run_ 365 /parameters.hoc:light1_peak_rate = 260
run_ 366 /parameters.hoc:breath_peak_rate = 540
run_ 366 /parameters.hoc:light1_peak_rate = 280
run_ 367 /parameters.hoc:breath_peak_rate = 540
run_ 367 /parameters.hoc:light1_peak_rate = 300
run_ 368 /parameters.hoc:breath_peak_rate = 540
run_ 368 /parameters.hoc:light1_peak_rate = 320
run_ 369 /parameters.hoc:breath_peak_rate = 540
run_ 369 /parameters.hoc:light1_peak_rate = 340
run_ 370 /parameters.hoc:breath_peak_rate = 540
run_ 370 /parameters.hoc:light1_peak_rate = 360
run_ 371 /parameters.hoc:breath_peak_rate = 540
run_ 371 /parameters.hoc:light1_peak_rate = 380
run_ 372 /parameters.hoc:breath_peak_rate = 540
run_ 372 /parameters.hoc:light1_peak_rate = 400
run_ 373 /parameters.hoc:breath_peak_rate = 540
run_ 373 /parameters.hoc:light1_peak_rate = 420
run_ 374 /parameters.hoc:breath_peak_rate = 540
run_ 374 /parameters.hoc:light1_peak_rate = 440
run_ 375 /parameters.hoc:breath_peak_rate = 540
run_ 375 /parameters.hoc:light1_peak_rate = 460
run_ 376 /parameters.hoc:breath_peak_rate = 540
run_ 376 /parameters.hoc:light1_peak_rate = 480
run_ 377 /parameters.hoc:breath_peak_rate = 540
run_ 377 /parameters.hoc:light1_peak_rate = 500
run_ 378 /parameters.hoc:breath_peak_rate = 540
run_ 378 /parameters.hoc:light1_peak_rate = 520
run_ 379 /parameters.hoc:breath_peak_rate = 560
run_ 379 /parameters.hoc:light1_peak_rate = 0
run_ 380 /parameters.hoc:breath_peak_rate = 560
run_ 380 /parameters.hoc:light1_peak_rate = 20
run_ 381 /parameters.hoc:breath_peak_rate = 560
run_ 381 /parameters.hoc:light1_peak_rate = 40
run_ 382 /parameters.hoc:breath_peak_rate = 560
run_ 382 /parameters.hoc:light1_peak_rate = 60
run_ 383 /parameters.hoc:breath_peak_rate = 560
run_ 383 /parameters.hoc:light1_peak_rate = 80
run_ 384 /parameters.hoc:breath_peak_rate = 560
run_ 384 /parameters.hoc:light1_peak_rate = 100
run_ 385 /parameters.hoc:breath_peak_rate = 560
run_ 385 /parameters.hoc:light1_peak_rate = 120
run_ 386 /parameters.hoc:breath_peak_rate = 560
run_ 386 /parameters.hoc:light1_peak_rate = 140
run_ 387 /parameters.hoc:breath_peak_rate = 560
run_ 387 /parameters.hoc:light1_peak_rate = 160
run_ 388 /parameters.hoc:breath_peak_rate = 560
run_ 388 /parameters.hoc:light1_peak_rate = 180
run_ 389 /parameters.hoc:breath_peak_rate = 560
run_ 389 /parameters.hoc:light1_peak_rate = 200
run_ 390 /parameters.hoc:breath_peak_rate = 560
run_ 390 /parameters.hoc:light1_peak_rate = 220
run_ 391 /parameters.hoc:breath_peak_rate = 560
run_ 391 /parameters.hoc:light1_peak_rate = 240
run_ 392 /parameters.hoc:breath_peak_rate = 560
run_ 392 /parameters.hoc:light1_peak_rate = 260
run_ 393 /parameters.hoc:breath_peak_rate = 560
run_ 393 /parameters.hoc:light1_peak_rate = 280
run_ 394 /parameters.hoc:breath_peak_rate = 560
run_ 394 /parameters.hoc:light1_peak_rate = 300
run_ 395 /parameters.hoc:breath_peak_rate = 560
run_ 395 /parameters.hoc:light1_peak_rate = 320
run_ 396 /parameters.hoc:breath_peak_rate = 560
run_ 396 /parameters.hoc:light1_peak_rate = 340
run_ 397 /parameters.hoc:breath_peak_rate = 560
run_ 397 /parameters.hoc:light1_peak_rate = 360
run_ 398 /parameters.hoc:breath_peak_rate = 560
run_ 398 /parameters.hoc:light1_peak_rate = 380
run_ 399 /parameters.hoc:breath_peak_rate = 560
run_ 399 /parameters.hoc:light1_peak_rate = 400
run_ 400 /parameters.hoc:breath_peak_rate = 560
run_ 400 /parameters.hoc:light1_peak_rate = 420
run_ 401 /parameters.hoc:breath_peak_rate = 560
run_ 401 /parameters.hoc:light1_peak_rate = 440
run_ 402 /parameters.hoc:breath_peak_rate = 560
run_ 402 /parameters.hoc:light1_peak_rate = 460
run_ 403 /parameters.hoc:breath_peak_rate = 560
run_ 403 /parameters.hoc:light1_peak_rate = 480
run_ 404 /parameters.hoc:breath_peak_rate = 560
run_ 404 /parameters.hoc:light1_peak_rate = 500
run_ 405 /parameters.hoc:breath_peak_rate = 560
run_ 405 /parameters.hoc:light1_peak_rate = 520
run_ 406 /parameters.hoc:breath_peak_rate = 560
run_ 406 /parameters.hoc:light1_peak_rate = 540
run_ 407 /parameters.hoc:breath_peak_rate = 580
run_ 407 /parameters.hoc:light1_peak_rate = 0
run_ 408 /parameters.hoc:breath_peak_rate = 580
run_ 408 /parameters.hoc:light1_peak_rate = 20
run_ 409 /parameters.hoc:breath_peak_rate = 580
run_ 409 /parameters.hoc:light1_peak_rate = 40
run_ 410 /parameters.hoc:breath_peak_rate = 580
run_ 410 /parameters.hoc:light1_peak_rate = 60
run_ 411 /parameters.hoc:breath_peak_rate = 580
run_ 411 /parameters.hoc:light1_peak_rate = 80
run_ 412 /parameters.hoc:breath_peak_rate = 580
run_ 412 /parameters.hoc:light1_peak_rate = 100
run_ 413 /parameters.hoc:breath_peak_rate = 580
run_ 413 /parameters.hoc:light1_peak_rate = 120
run_ 414 /parameters.hoc:breath_peak_rate = 580
run_ 414 /parameters.hoc:light1_peak_rate = 140
run_ 415 /parameters.hoc:breath_peak_rate = 580
run_ 415 /parameters.hoc:light1_peak_rate = 160
run_ 416 /parameters.hoc:breath_peak_rate = 580
run_ 416 /parameters.hoc:light1_peak_rate = 180
run_ 417 /parameters.hoc:breath_peak_rate = 580
run_ 417 /parameters.hoc:light1_peak_rate = 200
run_ 418 /parameters.hoc:breath_peak_rate = 580
run_ 418 /parameters.hoc:light1_peak_rate = 220
run_ 419 /parameters.hoc:breath_peak_rate = 580
run_ 419 /parameters.hoc:light1_peak_rate = 240
run_ 420 /parameters.hoc:breath_peak_rate = 580
run_ 420 /parameters.hoc:light1_peak_rate = 260
run_ 421 /parameters.hoc:breath_peak_rate = 580
run_ 421 /parameters.hoc:light1_peak_rate = 280
run_ 422 /parameters.hoc:breath_peak_rate = 580
run_ 422 /parameters.hoc:light1_peak_rate = 300
run_ 423 /parameters.hoc:breath_peak_rate = 580
run_ 423 /parameters.hoc:light1_peak_rate = 320
run_ 424 /parameters.hoc:breath_peak_rate = 580
run_ 424 /parameters.hoc:light1_peak_rate = 340
run_ 425 /parameters.hoc:breath_peak_rate = 580
run_ 425 /parameters.hoc:light1_peak_rate = 360
run_ 426 /parameters.hoc:breath_peak_rate = 580
run_ 426 /parameters.hoc:light1_peak_rate = 380
run_ 427 /parameters.hoc:breath_peak_rate = 580
run_ 427 /parameters.hoc:light1_peak_rate = 400
run_ 428 /parameters.hoc:breath_peak_rate = 580
run_ 428 /parameters.hoc:light1_peak_rate = 420
run_ 429 /parameters.hoc:breath_peak_rate = 580
run_ 429 /parameters.hoc:light1_peak_rate = 440
run_ 430 /parameters.hoc:breath_peak_rate = 580
run_ 430 /parameters.hoc:light1_peak_rate = 460
run_ 431 /parameters.hoc:breath_peak_rate = 580
run_ 431 /parameters.hoc:light1_peak_rate = 480
run_ 432 /parameters.hoc:breath_peak_rate = 580
run_ 432 /parameters.hoc:light1_peak_rate = 500
run_ 433 /parameters.hoc:breath_peak_rate = 580
run_ 433 /parameters.hoc:light1_peak_rate = 520
run_ 434 /parameters.hoc:breath_peak_rate = 580
run_ 434 /parameters.hoc:light1_peak_rate = 540
run_ 435 /parameters.hoc:breath_peak_rate = 580
run_ 435 /parameters.hoc:light1_peak_rate = 560
run_ 436 /parameters.hoc:breath_peak_rate = 600
run_ 436 /parameters.hoc:light1_peak_rate = 0
run_ 437 /parameters.hoc:breath_peak_rate = 600
run_ 437 /parameters.hoc:light1_peak_rate = 20
run_ 438 /parameters.hoc:breath_peak_rate = 600
run_ 438 /parameters.hoc:light1_peak_rate = 40
run_ 439 /parameters.hoc:breath_peak_rate = 600
run_ 439 /parameters.hoc:light1_peak_rate = 60
run_ 440 /parameters.hoc:breath_peak_rate = 600
run_ 440 /parameters.hoc:light1_peak_rate = 80
run_ 441 /parameters.hoc:breath_peak_rate = 600
run_ 441 /parameters.hoc:light1_peak_rate = 100
run_ 442 /parameters.hoc:breath_peak_rate = 600
run_ 442 /parameters.hoc:light1_peak_rate = 120
run_ 443 /parameters.hoc:breath_peak_rate = 600
run_ 443 /parameters.hoc:light1_peak_rate = 140
run_ 444 /parameters.hoc:breath_peak_rate = 600
run_ 444 /parameters.hoc:light1_peak_rate = 160
run_ 445 /parameters.hoc:breath_peak_rate = 600
run_ 445 /parameters.hoc:light1_peak_rate = 180
run_ 446 /parameters.hoc:breath_peak_rate = 600
run_ 446 /parameters.hoc:light1_peak_rate = 200
run_ 447 /parameters.hoc:breath_peak_rate = 600
run_ 447 /parameters.hoc:light1_peak_rate = 220
run_ 448 /parameters.hoc:breath_peak_rate = 600
run_ 448 /parameters.hoc:light1_peak_rate = 240
run_ 449 /parameters.hoc:breath_peak_rate = 600
run_ 449 /parameters.hoc:light1_peak_rate = 260
run_ 450 /parameters.hoc:breath_peak_rate = 600
run_ 450 /parameters.hoc:light1_peak_rate = 280
run_ 451 /parameters.hoc:breath_peak_rate = 600
run_ 451 /parameters.hoc:light1_peak_rate = 300
run_ 452 /parameters.hoc:breath_peak_rate = 600
run_ 452 /parameters.hoc:light1_peak_rate = 320
run_ 453 /parameters.hoc:breath_peak_rate = 600
run_ 453 /parameters.hoc:light1_peak_rate = 340
run_ 454 /parameters.hoc:breath_peak_rate = 600
run_ 454 /parameters.hoc:light1_peak_rate = 360
run_ 455 /parameters.hoc:breath_peak_rate = 600
run_ 455 /parameters.hoc:light1_peak_rate = 380
run_ 456 /parameters.hoc:breath_peak_rate = 600
run_ 456 /parameters.hoc:light1_peak_rate = 400
run_ 457 /parameters.hoc:breath_peak_rate = 600
run_ 457 /parameters.hoc:light1_peak_rate = 420
run_ 458 /parameters.hoc:breath_peak_rate = 600
run_ 458 /parameters.hoc:light1_peak_rate = 440
run_ 459 /parameters.hoc:breath_peak_rate = 600
run_ 459 /parameters.hoc:light1_peak_rate = 460
run_ 460 /parameters.hoc:breath_peak_rate = 600
run_ 460 /parameters.hoc:light1_peak_rate = 480
run_ 461 /parameters.hoc:breath_peak_rate = 600
run_ 461 /parameters.hoc:light1_peak_rate = 500
run_ 462 /parameters.hoc:breath_peak_rate = 600
run_ 462 /parameters.hoc:light1_peak_rate = 520
run_ 463 /parameters.hoc:breath_peak_rate = 600
run_ 463 /parameters.hoc:light1_peak_rate = 540
run_ 464 /parameters.hoc:breath_peak_rate = 600
run_ 464 /parameters.hoc:light1_peak_rate = 560
run_ 465 /parameters.hoc:breath_peak_rate = 600
run_ 465 /parameters.hoc:light1_peak_rate = 580
run_ 466 /parameters.hoc:breath_peak_rate = 620
run_ 466 /parameters.hoc:light1_peak_rate = 0
run_ 467 /parameters.hoc:breath_peak_rate = 620
run_ 467 /parameters.hoc:light1_peak_rate = 20
run_ 468 /parameters.hoc:breath_peak_rate = 620
run_ 468 /parameters.hoc:light1_peak_rate = 40
run_ 469 /parameters.hoc:breath_peak_rate = 620
run_ 469 /parameters.hoc:light1_peak_rate = 60
run_ 470 /parameters.hoc:breath_peak_rate = 620
run_ 470 /parameters.hoc:light1_peak_rate = 80
run_ 471 /parameters.hoc:breath_peak_rate = 620
run_ 471 /parameters.hoc:light1_peak_rate = 100
run_ 472 /parameters.hoc:breath_peak_rate = 620
run_ 472 /parameters.hoc:light1_peak_rate = 120
run_ 473 /parameters.hoc:breath_peak_rate = 620
run_ 473 /parameters.hoc:light1_peak_rate = 140
run_ 474 /parameters.hoc:breath_peak_rate = 620
run_ 474 /parameters.hoc:light1_peak_rate = 160
run_ 475 /parameters.hoc:breath_peak_rate = 620
run_ 475 /parameters.hoc:light1_peak_rate = 180
run_ 476 /parameters.hoc:breath_peak_rate = 620
run_ 476 /parameters.hoc:light1_peak_rate = 200
run_ 477 /parameters.hoc:breath_peak_rate = 620
run_ 477 /parameters.hoc:light1_peak_rate = 220
run_ 478 /parameters.hoc:breath_peak_rate = 620
run_ 478 /parameters.hoc:light1_peak_rate = 240
run_ 479 /parameters.hoc:breath_peak_rate = 620
run_ 479 /parameters.hoc:light1_peak_rate = 260
run_ 480 /parameters.hoc:breath_peak_rate = 620
run_ 480 /parameters.hoc:light1_peak_rate = 280
run_ 481 /parameters.hoc:breath_peak_rate = 620
run_ 481 /parameters.hoc:light1_peak_rate = 300
run_ 482 /parameters.hoc:breath_peak_rate = 620
run_ 482 /parameters.hoc:light1_peak_rate = 320
run_ 483 /parameters.hoc:breath_peak_rate = 620
run_ 483 /parameters.hoc:light1_peak_rate = 340
run_ 484 /parameters.hoc:breath_peak_rate = 620
run_ 484 /parameters.hoc:light1_peak_rate = 360
run_ 485 /parameters.hoc:breath_peak_rate = 620
run_ 485 /parameters.hoc:light1_peak_rate = 380
run_ 486 /parameters.hoc:breath_peak_rate = 620
run_ 486 /parameters.hoc:light1_peak_rate = 400
run_ 487 /parameters.hoc:breath_peak_rate = 620
run_ 487 /parameters.hoc:light1_peak_rate = 420
run_ 488 /parameters.hoc:breath_peak_rate = 620
run_ 488 /parameters.hoc:light1_peak_rate = 440
run_ 489 /parameters.hoc:breath_peak_rate = 620
run_ 489 /parameters.hoc:light1_peak_rate = 460
run_ 490 /parameters.hoc:breath_peak_rate = 620
run_ 490 /parameters.hoc:light1_peak_rate = 480
run_ 491 /parameters.hoc:breath_peak_rate = 620
run_ 491 /parameters.hoc:light1_peak_rate = 500
run_ 492 /parameters.hoc:breath_peak_rate = 620
run_ 492 /parameters.hoc:light1_peak_rate = 520
run_ 493 /parameters.hoc:breath_peak_rate = 620
run_ 493 /parameters.hoc:light1_peak_rate = 540
run_ 494 /parameters.hoc:breath_peak_rate = 620
run_ 494 /parameters.hoc:light1_peak_rate = 560
run_ 495 /parameters.hoc:breath_peak_rate = 620
run_ 495 /parameters.hoc:light1_peak_rate = 580
run_ 496 /parameters.hoc:breath_peak_rate = 620
run_ 496 /parameters.hoc:light1_peak_rate = 600

pg mediated inhibition with nc[15][]=1 
run_ 497 /parameters.hoc:breath_peak_rate = 0
run_ 497 /parameters.hoc:light1_peak_rate = 0
run_ 498 /parameters.hoc:breath_peak_rate = 20
run_ 498 /parameters.hoc:light1_peak_rate = 0
run_ 499 /parameters.hoc:breath_peak_rate = 40
run_ 499 /parameters.hoc:light1_peak_rate = 0
run_ 500 /parameters.hoc:breath_peak_rate = 40
run_ 500 /parameters.hoc:light1_peak_rate = 20
run_ 501 /parameters.hoc:breath_peak_rate = 60
run_ 501 /parameters.hoc:light1_peak_rate = 0
run_ 502 /parameters.hoc:breath_peak_rate = 60
run_ 502 /parameters.hoc:light1_peak_rate = 20
run_ 503 /parameters.hoc:breath_peak_rate = 60
run_ 503 /parameters.hoc:light1_peak_rate = 40
run_ 504 /parameters.hoc:breath_peak_rate = 80
run_ 504 /parameters.hoc:light1_peak_rate = 0
run_ 505 /parameters.hoc:breath_peak_rate = 80
run_ 505 /parameters.hoc:light1_peak_rate = 20
run_ 506 /parameters.hoc:breath_peak_rate = 80
run_ 506 /parameters.hoc:light1_peak_rate = 40
